"source","target","type","weights"
"Viento y Mar AG Transport","Michelle Scott","Shareholder",1
"Viento y Mar Co Family","Andrew Jensen","Company Contacts",1
"Viento y Mar Co Family","David Patterson","Shareholder",1
"Viento y Mar Co Family","Nicholas Williams","Shareholder",1
"Viento y Mar Corp","Jamie Lopez","Shareholder",1
"Viento y Mar Corp","Taylor Price","Company Contacts",1
"Viento y Mar Ges.m.b.H. Sashimi","Charles Davis","Shareholder",1
"Viento y Mar Ges.m.b.H. Sashimi","Lindsey Watson","Company Contacts",1
"Viento y Mar Ges.m.b.H. Sashimi","Teresa James","Shareholder",1
"Viento y Mar Limited Liability Company","Stephen Diaz","Company Contacts",1
"Viento y Mar Limited Liability Company Carriers","Blake Meyer","Company Contacts",1
"Viento y Mar Ltd. Corporation","Cindy Huang","Company Contacts",1
"Viento y Mar Ltd. Corporation","Craig Howard","Shareholder",1
"Viento y Mar Ltd. Corporation","Dennis Gill","Shareholder",1
"Viento y Mar Ltd. Corporation","Peggy Wright","Shareholder",1
"Viento y Mar N.V. Express","Hector Ellis","Company Contacts",1
"Viento y Mar NV Holdings","Emily Moore","Company Contacts",1
"Viento y Mar Sagl","Allison Lloyd","Company Contacts",1
"Viento y Mar Sagl","Susan Buck","Shareholder",1
"Viento y Mar Shipping Starfish","Joshua Cowan","Company Contacts",1
"Vihertilapia GmbH & Co. KG","John Guerrero","Company Contacts",1
"Villa Group","Karen Cisneros","Shareholder",1
"Villa and Sons","Jill Haynes","Shareholder",1
"Villanueva LLC","Jennifer Lopez","Company Contacts",1
"Villanueva, Miller and Smith","Heather Smith","Company Contacts",1
"Villanueva-Hancock","Christopher Calhoun","Shareholder",1
"Villanueva-Marquez","Colleen Fields","Shareholder",1
"Villarreal-Baird","Lisa Flores","Shareholder",1
"Villegas Group","Jennifer Duran","Company Contacts",1
"Villegas Ltd","Courtney Castaneda","Shareholder",1
"Villegas and Sons","Michelle Lewis","Company Contacts",1
"Vincent Inc","Kathy Schwartz","Shareholder",1
"Vincent LLC","Joseph Arroyo","Shareholder",1
"Vincent, Dickerson and Thompson","Amanda Mendez","Company Contacts",1
"Vincent, Young and Wright","Debra Bender","Shareholder",1
"Vincent-Clark","Robert Smith","Company Contacts",1
"Vlei-kurper Limited Liability Company Brothers","Christopher Brown","Shareholder",1
"Vlei-kurper Limited Liability Company Brothers","Cynthia Fleming","Company Contacts",1
"Vlei-kurper Limited Liability Company Brothers","Kelly Jones","Shareholder",1
"Vlei-tilapia Regatta S.A. de C.V. Solutions","Kim Robinson","Shareholder",1
"Vlei-tilapia Regatta S.A. de C.V. Solutions","Mr. Colton Moreno","Company Contacts",1
"Vlei-tilapia Regatta S.A. de C.V. Solutions","Sharon Leach","Shareholder",1
"Vleikurper & Son's Cargo","Jonathan Richardson","Company Contacts",1
"Vleikurper S.A. de C.V.","Justin Marshall","Company Contacts",1
"Volga River AB Transport","Tracy Shaw","Company Contacts",1
"Volga River Ltd Marine conservation","Ashley Roberson","Shareholder",1
"Volga River Ltd Marine conservation","Jennifer Jackson","Shareholder",1
"Volga River Ltd Marine conservation","Kathy Barrett","Company Contacts",1
"Volta River  AB Transport","Hannah Larson","Company Contacts",1
"Volta River  AB Transport","Matthew Murray","Shareholder",1
"Volta River  AB Transport","Robin Gibson","Shareholder",1
"Volta River  Corp Freight","James Hicks","Company Contacts",1
"Volta River  Ltd. Corporation Investment","Emily Brooks","Shareholder",1
"Volta River  Ltd. Corporation Investment","Kevin Smith","Company Contacts",1
"Volta River  Ltd. Corporation Investment","Melissa Mckenzie","Shareholder",1
"Volta River  SRL Catchers","Elizabeth Jenkins","Company Contacts",1
"Wade Group","Charles Franco","Shareholder",1
"Wade Group","Steven Park","Company Contacts",1
"Wade Inc","Tanya Roman","Shareholder",1
"Wade and Sons","Ryan Lane","Shareholder",1
"Wade, Collins and Reynolds","Joseph Wood","Shareholder",1
"Wade, Estrada and Greene","Rodney Hanson","Shareholder",1
"Wade, Morgan and Perez","Tina Davies DDS","Shareholder",1
"Wade-Cabrera","Kevin Barnes","Shareholder",1
"Wade-Jackson","Victoria Fletcher","Shareholder",1
"Wagner Ltd","Daniel Henderson","Shareholder",1
"Wagner Ltd","Dylan Murphy","Shareholder",1
"Wagner PLC","Jordan Green","Shareholder",1
"Wagner PLC","Mary Ortiz","Shareholder",1
"Wagner and Sons","Holly Sampson","Company Contacts",1
"Wagner, Cox and Mitchell","Jill Griffith","Company Contacts",1
"Wagner, Ferrell and Orozco","Erin Duffy","Shareholder",1
"Wagner, Reid and King","Christopher Cunningham","Shareholder",1
"Wagner, Rodriguez and Rodriguez","Teresa Johnson","Shareholder",1
"Wagner, Smith and Smith","Stephanie Robinson","Shareholder",1
"Wagner, Sutton and Dougherty","Jessica Perez","Company Contacts",1
"Wagner-Burton","Kurt Barker","Shareholder",1
"Wagner-Johnson","Ryan Johnson","Shareholder",1
"Wagner-Scott","Shelly Harris","Shareholder",1
"Wagner-Sherman","James Gillespie","Company Contacts",1
"Wagner-Webb","Kenneth Mcgee","Shareholder",1
"Wagner-Williams","Brett Ruiz","Shareholder",1
"Walker Group","Catherine Underwood","Company Contacts",1
"Walker Group","Larry Chandler","Shareholder",1
"Walker Group","Leah Hoffman","Shareholder",1
"Walker Inc","Abigail Vargas","Shareholder",1
"Walker Inc","Michael Howell","Company Contacts",1
"Walker Inc","Veronica Brown","Shareholder",1
"Walker LLC","Carlos Nelson","Shareholder",1
"Walker LLC","Ronald Avila","Shareholder",1
"Walker LLC","Sara Scott","Shareholder",1
"Walker LLC","Shawn Salas","Company Contacts",1
"Walker Ltd","Douglas Payne","Company Contacts",1
"Walker Ltd","Lauren Jensen","Shareholder",1
"Walker PLC","Jacqueline Little","Shareholder",1
"Walker PLC","Ricky Crosby","Shareholder",1
"Walker PLC","Ricky Jones","Shareholder",1
"Walker PLC","Samantha Hull","Shareholder",1
"Walker and Sons","Brandon Garcia","Shareholder",1
"Walker and Sons","Jenna Watkins","Shareholder",1
"Walker and Sons","John Roberts","Shareholder",1
"Walker and Sons","Robert Liu","Shareholder",1
"Walker and Sons","Steven Campbell","Company Contacts",1
"Walker, Allen and Grant","Kara Williams","Shareholder",1
"Walker, Ferguson and Roberts","Benjamin Matthews","Shareholder",1
"Walker, Jackson and Meyer","Jasmine Benson","Shareholder",1
"Walker, Nunez and Buchanan","Teresa Macias","Shareholder",1
"Walker, Roth and White","Daniel Boyer","Shareholder",1
"Walker, Sullivan and Williams","Terry Garcia","Shareholder",1
"Walker, Torres and Moore","Allen Hines","Shareholder",1
"Walker, Williams and Hopkins","Ashley Lopez","Shareholder",1
"Walker, Williams and Ware","Barry Marshall","Shareholder",1
"Walker, Yates and Roberts","Deborah George","Shareholder",1
"Walker-Archer","John Johnson","Company Contacts",1
"Walker-Austin","Joseph Cunningham","Shareholder",1
"Walker-Brown","Chris Miller","Shareholder",1
"Walker-Butler","Miranda Burke","Shareholder",1
"Walker-Greene","Laurie Nelson","Shareholder",1
"Walker-Hill","Christina Raymond","Shareholder",1
"Walker-Jordan","James Russell","Shareholder",1
"Walker-Kelly","Matthew Hamilton","Company Contacts",1
"Walker-Lozano","James Smith","Shareholder",1
"Walker-Martinez","Antonio Taylor","Shareholder",1
"Walker-Melendez","Susan Lee","Shareholder",1
"Walker-Scott","Cody Garrett","Shareholder",1
"Walker-Wilson","Mr. Nicholas Williams","Shareholder",1
"Wall LLC","Garrett Long","Shareholder",1
"Wall LLC","Ruth Williams","Shareholder",1
"Wall PLC","Dr. Richard Williams MD","Shareholder",1
"Wall and Sons","Dawn Gutierrez","Shareholder",1
"Wall-Houston","Jason West","Shareholder",1
"Wall-Parrish","Dr. Nancy Bradley","Shareholder",1
"Wall-Wyatt","Vincent Hughes","Company Contacts",1
"Wallace Inc","Joel Flowers","Company Contacts",1
"Wallace LLC","Amanda Thomas","Shareholder",1
"Wallace LLC","Erik Castro","Shareholder",1
"Wallace Ltd","Alex Campbell","Shareholder",1
"Wallace Ltd","Christopher Fernandez","Shareholder",1
"Wallace PLC","Megan Garrett","Company Contacts",1
"Wallace, Chambers and Leon","Jonathan Reed","Shareholder",1
"Wallace, Howell and Edwards","Erik Medina","Shareholder",1
"Wallace, Lara and Martinez","Antonio Morrow","Shareholder",1
"Wallace, Nguyen and Page","Jamie Bauer","Company Contacts",1
"Wallace, Robertson and Lindsey","Kristina Phillips","Shareholder",1
"Wallace, Russell and King","Amanda Hughes","Shareholder",1
"Wallace, Taylor and Hall","Sarah Morris","Company Contacts",1
"Wallace, White and Bennett","Nicole Acosta","Shareholder",1
"Wallace, White and Evans","Jennifer Sweeney","Shareholder",1
"Wallace-Coleman","Aaron Higgins","Shareholder",1
"Wallace-Kelly","Ellen Johnson","Company Contacts",1
"Wallace-Levy","Deborah Smith","Shareholder",1
"Wallace-Mendoza","Caleb Jones","Shareholder",1
"Wallace-Solomon","Ronnie Lopez","Shareholder",1
"Wallace-Watson","Michael Jones","Company Contacts",1
"Wallace-Wilkerson","Todd Murphy","Shareholder",1
"Waller LLC","Casey Graham","Company Contacts",1
"Waller, Norton and Barker","Nancy Simpson","Shareholder",1
"Waller-Hall","Carol Clarke","Shareholder",1
"Walls, Lowery and Rocha","Sydney Graham","Company Contacts",1
"Walsh Group","Kristopher Jackson","Shareholder",1
"Walsh Group","Taylor Olsen","Company Contacts",1
"Walsh Inc","Tonya Boyd","Company Contacts",1
"Walsh LLC","Tammy Hoffman","Shareholder",1
"Walsh PLC","Lynn Pitts","Shareholder",1
"Walsh, Lowe and Wallace","Carl Pennington","Company Contacts",1
"Walsh-Haynes","Bernard Gutierrez","Shareholder",1
"Walsh-Lawrence","Doris Duffy","Company Contacts",1
"Walsh-Perkins","Carla Parrish","Company Contacts",1
"Walsh-Winters","Karen Ortiz","Shareholder",1
"Walter Ltd","Justin Mccann","Company Contacts",1
"Walter Ltd","Tristan Vasquez","Shareholder",1
"Walter, Conley and Lopez","Taylor Harris","Shareholder",1
"Walter, Garcia and Floyd","Katherine Morgan","Shareholder",1
"Walter, Gilmore and Miranda","Angela Johnson","Shareholder",1
"Walter-Perkins","Terry Lopez","Shareholder",1
"Walters Inc","Jason King","Company Contacts",1
"Walters Inc","Linda Martin","Shareholder",1
"Walters and Sons","Dr. Sandy Sutton","Shareholder",1
"Walters, Clark and Warner","Juan Bailey","Shareholder",1
"Walters, Lewis and Miller","Matthew Sanchez","Shareholder",1
"Walters, Sanford and Swanson","Amber Leonard","Company Contacts",1
"Walters, Sosa and Livingston","Eric Coffey","Shareholder",1
"Walters-Cain","Linda Allen","Shareholder",1
"Walters-Johnson","Paul Bell","Shareholder",1
"Walters-Kelly","Daniel Fields","Shareholder",1
"Walters-Kim","Hannah Smith","Shareholder",1
"Walters-Martin","Julie Nunez","Company Contacts",1
"Walters-Montoya","Randy Vasquez","Shareholder",1
"Walters-Moon","Lauren Brown","Shareholder",1
"Walters-Velasquez","Mr. Michael Davis","Shareholder",1
"Walton Group","Brittany Martin","Shareholder",1
"Walton Ltd","Barry Robertson","Shareholder",1
"Walton and Sons","Whitney Williams","Shareholder",1
"Walton, Miller and Jordan","Nicole White","Company Contacts",1
"Walton-Clay","Michael Harrison","Company Contacts",1
"Walton-Gillespie","Paul Hansen","Company Contacts",1
"Walton-Perry","Kristen Velasquez","Shareholder",1
"Wang Inc","Jacob Robinson","Shareholder",1
"Wang Ltd","Ashlee Rich","Shareholder",1
"Wang, Myers and Schwartz","Benjamin Cooke","Shareholder",1
"Wang-Allen","Ann Rush","Shareholder",1
"Wang-Bender","Tiffany Lopez","Company Contacts",1
"Ward LLC","Cynthia Martinez","Shareholder",1
"Ward LLC","Jay Mcpherson Jr.","Shareholder",1
"Ward Ltd","David Schultz","Company Contacts",1
"Ward Ltd","Leslie Gray","Shareholder",1
"Ward and Sons","Christopher Shaffer","Shareholder",1
"Ward, Allen and Long","Karla Lee","Company Contacts",1
"Ward, Boyer and Houston","Joshua Ryan","Company Contacts",1
"Ward, Cooper and Johnson","Andrew Chan","Shareholder",1
"Ward, Edwards and Bates","Billy Williams","Shareholder",1
"Ward, Lynch and Torres","Jeremy Love","Shareholder",1
"Ward, Martinez and Taylor","David Carter MD","Shareholder",1
"Ward, Mills and Bailey","Amanda Foster","Company Contacts",1
"Ward, Rivera and Watts","Patricia Adams","Company Contacts",1
"Ward, Shaffer and Short","Lori Lee","Company Contacts",1
"Ward-Cook","Cindy Baker","Company Contacts",1
"Ward-Decker","Frank Trujillo","Shareholder",1
"Ward-Doyle","Carrie Cobb","Shareholder",1
"Ward-Jensen","Gary Steele DDS","Shareholder",1
"Ward-Robinson","Karen Anderson","Company Contacts",1
"Ward-Santos","Raymond Peterson","Shareholder",1
"Ward-Schultz","Logan Nelson","Shareholder",1
"Ward-Sloan","Joseph Garcia","Shareholder",1
"Ward-Smith","Joseph Mathis","Shareholder",1
"Ward-Smith","Maxwell Gilbert","Company Contacts",1
"Ward-Stevens","Bobby Clay","Company Contacts",1
"Ware Group","Edgar Black","Shareholder",1
"Ware, Underwood and Taylor","Richard Malone","Shareholder",1
"Warner Group","Lauren Coleman","Company Contacts",1
"Warner Inc","Maureen Hill","Company Contacts",1
"Warner Ltd","Jack Barrera","Shareholder",1
"Warner, Allison and Clark","Jerome Burns","Shareholder",1
"Warner, Hines and Rosario","Amanda Smith","Company Contacts",1
"Warner, Lamb and Rivera","Johnny Weiss","Shareholder",1
"Warner, Oneill and Morrison","Johnathan Rodgers","Company Contacts",1
"Warner-Harper","Jennifer Wells","Shareholder",1
"Warren Group","Katherine Reed","Shareholder",1
"Warren and Sons","Francisco Bowen","Shareholder",1
"Warren, Miller and Gonzalez","Aaron Smith Jr.","Company Contacts",1
"Warren, Ryan and Wright","Stephanie Sutton","Shareholder",1
"Warren, Schroeder and Williams","Megan Cole","Company Contacts",1
"Warren-Cruz","Jacob Mccall","Shareholder",1
"Warren-Johnson","Dean Wilson","Shareholder",1
"Washington Group","Amanda Smith","Shareholder",1
"Washington Inc","Charles Griffith","Company Contacts",1
"Washington LLC","John Kirby","Company Contacts",1
"Washington LLC","Julia Thomas","Shareholder",1
"Washington Ltd","Kathleen Aguilar","Shareholder",1
"Washington Ltd","Olivia Rogers","Company Contacts",1
"Washington, Clay and Smith","Miss Patricia Anderson","Shareholder",1
"Washington, Garner and Ramos","Kyle Carlson","Shareholder",1
"Washington, Hensley and Hall","Elizabeth Jackson","Shareholder",1
"Washington, Pennington and Coleman","Vanessa Lawson","Shareholder",1
"Washington, Reid and Lopez","Rick Waters","Shareholder",1
"Washington, Santos and Vega","Kristen Tanner","Shareholder",1
"Washington-Ali","Gregory Hodge Jr.","Shareholder",1
"Washington-Fisher","Amber James","Shareholder",1
"Washington-Freeman","Diana Rose","Shareholder",1
"Washington-Hamilton","Lindsay White","Shareholder",1
"Water Wonders Limited Liability Company","Jill Owen","Company Contacts",1
"Water Wonders Limited Liability Company","Kimberly Michael","Shareholder",1
"Water Wonders Limited Liability Company","Thomas White","Shareholder",1
"Water Wonders OJSC Line","Christopher Morris","Shareholder",1
"Water Wonders OJSC Line","Connie Williams","Company Contacts",1
"Water Wonders OJSC Line","Mrs. Elizabeth Davenport","Shareholder",1
"Water Wonders S.A. de C.V.","David Espinoza","Company Contacts",1
"Water Wonders S.A. de C.V.","Joshua Hamilton","Company Contacts",1
"Water Wonders S.A. de C.V.","Kenneth Berg","Shareholder",1
"Water Wonders S.A. de C.V.","Kim Tyler","Shareholder",1
"Water Wonders S.A. de C.V.","Kimberly Rose","Shareholder",1
"Water Wonders S.A. de C.V.","Michelle Bennett","Shareholder",1
"Water Wonders S.A. de C.V.","Nancy Wallace","Shareholder",1
"Water Wonders S.A. de C.V.","Sandra Adams","Shareholder",1
"Water Wonders S.A. de C.V.","Scott Kaiser","Shareholder",1
"Water Wonders S.A. de C.V.","William Thompson","Shareholder",1
"Water Wonders S.p.A. Shipping","Jessica Wilson","Company Contacts",1
"Water Wonders SRL Shipping","Adam Edwards","Shareholder",1
"Water Wonders SRL Shipping","Erica Bender","Shareholder",1
"Water Wonders SRL Shipping","Holly Martin","Shareholder",1
"Water Wonders SRL Shipping","Jonathan White","Shareholder",1
"Water Wonders SRL Shipping","Jose King MD","Shareholder",1
"Water Wonders SRL Shipping","Joshua Griffin","Shareholder",1
"Water Wonders SRL Shipping","Matthew Hill DVM","Shareholder",1
"Water Wonders SRL Shipping","Melissa Adams","Company Contacts",1
"Water Wonders SRL Shipping","Michael Brown","Shareholder",1
"Water Wonders SRL Shipping","Penny Warren","Shareholder",1
"Water Wonders SRL United","Heather Kim","Company Contacts",1
"Water Wonders SRL United","Kenneth Cross","Shareholder",1
"Water Wonders SRL United","Patricia Gutierrez","Shareholder",1
"Water Wonders SRL United","Wayne Thompson","Shareholder",1
"Water Wonders ОАО Cargo","Taylor Sanchez","Company Contacts",1
"Water World Consultants _","Kimberly Dickson","Shareholder",1
"Water World Consultants _","Michael Coffey","Company Contacts",1
"Water World GmbH Marine","Joshua Adams","Company Contacts",1
"Water World Herring Sp United","Brett Lowe","Shareholder",1
"Water World Herring Sp United","Raymond Wells","Shareholder",1
"Water World Herring Sp United","Tonya Bishop","Company Contacts",1
"Water World N.V. Marine biology","Andrew Gonzalez PhD","Company Contacts",1
"WaterWorld S.A. de C.V. Transport","David Woods","Shareholder",1
"WaterWorld S.A. de C.V. Transport","Stephen Wheeler","Company Contacts",1
"Waters Group","Victor Ramirez","Shareholder",1
"Waters Ltd","Samantha Moore","Shareholder",1
"Waters PLC","Jessica Hudson","Company Contacts",1
"Waters, Ortiz and Mcintosh","Mary Thompson","Company Contacts",1
"Waters, Williamson and Blanchard","Robin Chapman","Company Contacts",1
"Waters-Clark","Beth Mcgrath","Company Contacts",1
"Waters-Fisher","Lisa Downs","Shareholder",1
"Watkins Group","James Harper","Company Contacts",1
"Watkins Group","Jessica Barr","Shareholder",1
"Watkins Group","Matthew Harris","Shareholder",1
"Watkins Group","Melinda Hamilton","Shareholder",1
"Watkins Inc","Brian Smith","Shareholder",1
"Watkins LLC","Wayne Crawford","Company Contacts",1
"Watkins Ltd","Kimberly Jordan","Company Contacts",1
"Watkins PLC","Marissa Harris","Company Contacts",1
"Watkins and Sons","Melissa Smith","Shareholder",1
"Watkins and Sons","Mrs. Tanya Morse","Shareholder",1
"Watkins and Sons","Pamela Bishop","Shareholder",1
"Watkins, Hubbard and Watts","Jeffrey Donaldson","Shareholder",1
"Watkins, Mathews and Thomas","Aaron Sullivan","Company Contacts",1
"Watkins, Simon and Brown","Rhonda Hines","Shareholder",1
"Watkins, Watson and Mathis","Debra Ballard","Shareholder",1
"Watkins-Flowers","Robert Johnson","Company Contacts",1
"Watkins-Ponce","Patrick Richardson","Shareholder",1
"Watkins-Thomas","David Shelton","Company Contacts",1
"Watson Inc","Chelsea Thompson","Shareholder",1
"Watson Inc","Martin Zuniga","Shareholder",1
"Watson Ltd","Samantha Mckay","Shareholder",1
"Watson and Sons","Alexander Stout","Shareholder",1
"Watson and Sons","Emily Short","Shareholder",1
"Watson, Gould and Cochran","Denise Hodges","Shareholder",1
"Watson, Harris and Rosales","Daniel Hopkins","Company Contacts",1
"Watson, Hernandez and Hancock","Patricia Nelson","Shareholder",1
"Watson, Smith and Atkinson","Brad Howard","Shareholder",1
"Watson, Thompson and Carter","Sabrina Kennedy","Shareholder",1
"Watson, Williams and Aguilar","Amy Davis","Shareholder",1
"Watson-Alvarez","Carolyn Long","Company Contacts",1
"Watson-Hendricks","Brandon Hoffman","Shareholder",1
"Watson-Murphy","Jeremy Cooper","Shareholder",1
"Watson-Neal","Jack Cummings","Company Contacts",1
"Watson-Williams","Gregory Bell","Company Contacts",1
"Watts Inc","Thomas Booth","Shareholder",1
"Watts, Carter and Adams","Kyle Patel PhD","Company Contacts",1
"Watts, Ramos and Ochoa","Laura Mccann","Company Contacts",1
"Watts, Young and Frost","Joseph Rodriguez","Shareholder",1
"Watts-Bush","Sean Austin","Company Contacts",1
"Watts-Greer","Kimberly Sawyer","Shareholder",1
"Watts-Ryan","Rachel Wolfe","Company Contacts",1
"Wave Riders Incorporated Import","Amanda Wood","Company Contacts",1
"Wave Riders Incorporated Import","Amy Schwartz","Shareholder",1
"Wave Riders Incorporated Import","Benjamin Long","Shareholder",1
"Wave Riders Ltd. Corporation","Crystal Rojas","Shareholder",1
"Wave Riders Ltd. Corporation","David Wright","Shareholder",1
"Wave Riders Ltd. Corporation","Hannah Harvey","Shareholder",1
"Wave Riders Ltd. Corporation","Megan Warren","Shareholder",1
"Wave Riders Ltd. Corporation","Richard Cummings","Company Contacts",1
"Wave Riders Plc Marine mist","Amanda Reynolds","Shareholder",1
"Wave Riders Plc Marine mist","Bobby Robinson","Company Contacts",1
"Wave Riders Surf GmbH & Co. KG Marine ecology","Dalton Proctor","Company Contacts",1
"Wave Riders Surf GmbH & Co. KG Marine ecology","Madison Robertson","Shareholder",1
"Wave Warriors BV Cargo","Charles Nicholson","Shareholder",1
"Wave Warriors BV Cargo","Donald Silva","Company Contacts",1
"Wave Warriors Ges.m.b.H. and Son's","Billy Luna","Shareholder",1
"Wave Warriors Ges.m.b.H. and Son's","Sarah Brown","Company Contacts",1
"Wave Warriors LLC Consultants","Anthony Morgan","Company Contacts",1
"Wave Warriors Ltd. Corporation Express","Caitlin Mcneil","Company Contacts",1
"Wave Warriors Ltd. Corporation Express","Jennifer Rodriguez","Shareholder",1
"Wave Warriors Ltd. Corporation Express","Kathryn Thornton","Shareholder",1
"Wave Warriors Ltd. Corporation Express","Maria Murray","Shareholder",1
"Wave Warriors Ltd. Corporation Express","Mark Robinson","Shareholder",1
"Wave Warriors Ltd. Corporation Express","Scott Stanley","Shareholder",1
"Wave Warriors N.V. Holdings","Gregory Bonilla","Company Contacts",1
"Wave Warriors S.A. de C.V. Express","Adam Greene","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Adam Martinez","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Alicia Perez","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Andrew Osborne","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Barbara Johnson","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Beth Wallace","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Brad Price","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Brett Ballard","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Brian Burns","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Cassandra Lopez","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Cassandra Perez","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Cheryl Avila","Company Contacts",1
"Wave Warriors S.A. de C.V. Express","Claire Rodriguez","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Dana Parker","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Daniel Mercer","Shareholder",1
"Wave Warriors S.A. de C.V. Express","David Allen","Shareholder",1
"Wave Warriors S.A. de C.V. Express","David Wilson","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Desiree Williams","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Devin Fuller","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Donald Castillo","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Erin Benson","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Heather Skinner","Shareholder",1
"Wave Warriors S.A. de C.V. Express","James Coleman","Shareholder",1
"Wave Warriors S.A. de C.V. Express","James Thompson","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Jeffrey Campos","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Jerry Morris","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Joe Stanley","Shareholder",1
"Wave Warriors S.A. de C.V. Express","John Baldwin","Shareholder",1
"Wave Warriors S.A. de C.V. Express","John Bautista","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Kathryn Lopez","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Kenneth Williams","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Kevin Cameron","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Kristina Austin","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Kyle Wolfe","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Lisa Daniels MD","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Lisa Dawson","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Madison Smith","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Marcus Hodges","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Mary Maynard","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Matthew Garner","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Matthew Williams","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Melinda Reyes","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Michael Maxwell","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Michelle Baker","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Michelle Torres","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Michelle Watson","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Nicole Simon","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Pamela Gray","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Pamela Simmons","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Ricardo White","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Robert Lang","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Robert Nelson","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Roger Baldwin","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Ryan Morgan","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Sarah Yates","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Scott Dean","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Shane Paul","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Shannon Hale","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Tiffany Kennedy","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Tiffany Mitchell","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Whitney Fowler","Shareholder",1
"Wave Warriors S.A. de C.V. Express","Zachary Morales","Shareholder",1
"Wave Warriors Sagl Export","Justin Caldwell","Company Contacts",1
"Wave Watchers Brine N.V. Express","Robert Mills","Company Contacts",1
"Wave Watchers Brine N.V. Express","William Ortega","Shareholder",1
"Wave Watchers Chart GmbH Holdings","Jim Warner","Company Contacts",1
"Wave Watchers Charter Boat  Ltd. Liability Co Transport","Julie Sullivan","Company Contacts",1
"Wave Watchers Co Jetsam","Cynthia Miller","Shareholder",1
"Wave Watchers Co Jetsam","John Estrada","Shareholder",1
"Wave Watchers Co Jetsam","William George","Company Contacts",1
"Wave Watchers GmbH Family","Jennifer Ray","Company Contacts",1
"Wave Watchers Ltd. Corporation","Jennifer Lopez","Company Contacts",1
"Wave Watchers Plc Yacht","Jacob Bell","Company Contacts",1
"Wave Watchers Seaside Corporation Export","Edward Smith","Shareholder",1
"Wave Watchers Underwater Ltd. Corporation Solutions","Megan Montgomery","Company Contacts",1
"WaveCatcher Co Marine ecology","Nancy Rose","Company Contacts",1
"WaveCatcher GmbH & Co. KG","Alexandra Neal","Shareholder",1
"WaveCatcher GmbH & Co. KG","Amber Wallace","Company Contacts",1
"WaveCatcher GmbH & Co. KG","Angela Dodson","Shareholder",1
"WaveCatcher GmbH & Co. KG","Carlos Martin","Shareholder",1
"WaveCatcher GmbH & Co. KG","Cindy Rodriguez","Shareholder",1
"WaveCatcher GmbH & Co. KG","David Stuart","Shareholder",1
"WaveCatcher GmbH & Co. KG","Jimmy Perez","Shareholder",1
"WaveCatcher GmbH & Co. KG","Leslie Gates","Shareholder",1
