"...1","id","group","revenue_group","transboundary","type","Ult_BO","Multi_ent"
2422,"Shawn Myers","Company Contact","Unreported",NA,"Company Contact",NA,NA
2423,"Angela Powell","Company Contact","Unreported",NA,"Company Contact",NA,NA
2424,"Michael Jones","Company Contact","Unreported",NA,"Company Contact",NA,NA
2425,"Holly Vincent","Company Contact","Unreported",NA,"Company Contact",NA,NA
2426,"Anna Krueger","Shareholder","Unreported",NA,"Shareholder",NA,NA
2427,"Beth Ward","Shareholder","Unreported",NA,"Shareholder",NA,NA
2428,"Bethany Moon","Shareholder","Unreported",NA,"Shareholder",NA,NA
2429,"Brittany Russell","Multi-role Entity","Unreported",NA,"Company",NA,"yes"
2430,"Christine Lynch","Shareholder","Unreported",NA,"Shareholder",NA,NA
2431,"Crystal Mcknight","Shareholder","Unreported",NA,"Shareholder",NA,NA
2432,"Desiree Taylor","Shareholder","Unreported",NA,"Shareholder",NA,NA
2433,"Devin Larsen","Shareholder","Unreported",NA,"Shareholder",NA,NA
2434,"Dustin Ferrell","Shareholder","Unreported",NA,"Shareholder",NA,NA
2435,"George Thomas","Shareholder","Unreported",NA,"Shareholder",NA,NA
2436,"Heather Salinas","Shareholder","Unreported",NA,"Shareholder",NA,NA
2437,"James Hansen","Shareholder","Unreported",NA,"Shareholder",NA,NA
2438,"Jeffrey Carter","Shareholder","Unreported",NA,"Shareholder",NA,NA
2439,"Jim Livingston","Shareholder","Unreported",NA,"Shareholder",NA,NA
2440,"Jose Barton","Shareholder","Unreported",NA,"Shareholder",NA,NA
2441,"Justin Montgomery","Shareholder","Unreported",NA,"Shareholder",NA,NA
2442,"Kevin Garcia","Shareholder","Unreported",NA,"Shareholder",NA,NA
2443,"Kristina Moran","Company Contact","Unreported",NA,"Company Contact",NA,NA
2444,"Matthew Hines","Shareholder","Unreported",NA,"Shareholder",NA,NA
2445,"Raymond Hill","Shareholder","Unreported",NA,"Shareholder",NA,NA
2446,"Rhonda Martinez","Shareholder","Unreported",NA,"Shareholder",NA,NA
2447,"Ryan Martin","Shareholder","Unreported",NA,"Shareholder",NA,NA
2448,"Stephanie Hayden","Shareholder","Unreported",NA,"Shareholder",NA,NA
2449,"Suzanne Howell","Shareholder","Unreported",NA,"Shareholder",NA,NA
2450,"Yolanda Munoz","Shareholder","Unreported",NA,"Shareholder",NA,NA
2451,"Ann Ellis","Shareholder","Unreported",NA,"Shareholder",NA,NA
2452,"Deborah Olson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2453,"Emily Williams","Company Contact","Unreported",NA,"Company Contact",NA,NA
2454,"Jessica Norris","Shareholder","Unreported",NA,"Shareholder",NA,NA
2455,"John Smith DDS","Shareholder","Unreported",NA,"Shareholder",NA,NA
2456,"Mary Barrett","Shareholder","Unreported",NA,"Shareholder",NA,NA
2457,"Mary Morrison","Shareholder","Unreported",NA,"Shareholder",NA,NA
2458,"Pamela Clark","Shareholder","Unreported",NA,"Shareholder",NA,NA
2459,"Richard Glass","Shareholder","Unreported",NA,"Shareholder",NA,NA
2460,"Ronnie Barrett","Shareholder","Unreported",NA,"Shareholder",NA,NA
2461,"Karen Mcmahon","Company Contact","Unreported",NA,"Company Contact",NA,NA
2462,"Christine Good","Company Contact","Unreported",NA,"Company Contact",NA,NA
2463,"James Moran","Shareholder","Unreported",NA,"Shareholder",NA,NA
2464,"Patrick Trujillo","Shareholder","Unreported",NA,"Shareholder",NA,NA
2465,"Tina Adams","Shareholder","Unreported",NA,"Shareholder",NA,NA
2466,"Shaun Paul","Company Contact","Unreported",NA,"Company Contact",NA,NA
2467,"Austin Walls","Company Contact","Unreported",NA,"Company Contact",NA,NA
2468,"Angela Wood","Company Contact","Unreported",NA,"Company Contact",NA,NA
2469,"Sharon Morales","Company Contact","Unreported",NA,"Company Contact",NA,NA
2470,"Charles Luna II","Shareholder","Unreported",NA,"Shareholder",NA,NA
2471,"Danielle Anderson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2472,"Martin Whitaker","Shareholder","Unreported",NA,"Shareholder",NA,NA
2473,"Sandra Adams","Company Contact","Unreported",NA,"Company Contact",NA,NA
2474,"Tanner Jackson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2475,"Lauren Riddle","Company Contact","Unreported",NA,"Company Contact",NA,NA
2476,"Charlene Elliott","Company Contact","Unreported",NA,"Company Contact",NA,NA
2477,"Angela Massey","Company Contact","Unreported",NA,"Company Contact",NA,NA
2478,"Charles Wilkinson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2479,"Dr. Terry Barnes","Shareholder","Unreported",NA,"Shareholder",NA,NA
2480,"Joshua Harper","Shareholder","Unreported",NA,"Shareholder",NA,NA
2481,"Katherine Valentine","Shareholder","Unreported",NA,"Shareholder",NA,NA
2482,"Kurt Mason","Shareholder","Unreported",NA,"Shareholder",NA,NA
2483,"Michelle Grant DDS","Shareholder","Unreported",NA,"Shareholder",NA,NA
2484,"Ryan Martin DVM","Shareholder","Unreported",NA,"Shareholder",NA,NA
2485,"Zachary Campbell","Shareholder","Unreported",NA,"Shareholder",NA,NA
2486,"Terry Hart","Company Contact","Unreported",NA,"Company Contact",NA,NA
2487,"Angela Carlson","Company Contact","Unreported",NA,"Company Contact",NA,NA
2488,"Scott Romero","Company Contact","Unreported",NA,"Company Contact",NA,NA
2489,"Jason Gilbert","Company Contact","Unreported",NA,"Company Contact",NA,NA
2490,"Jose Smith","Shareholder","Unreported",NA,"Shareholder",NA,NA
2491,"Sean Brooks","Company Contact","Unreported",NA,"Company Contact",NA,NA
2492,"Stephen Dawson","Company Contact","Unreported",NA,"Company Contact",NA,NA
2493,"April Bell","Shareholder","Unreported",NA,"Shareholder",NA,NA
2494,"Manuel Chambers","Shareholder","Unreported",NA,"Shareholder",NA,NA
2495,"Sean Kelley","Company Contact","Unreported",NA,"Company Contact",NA,NA
2496,"Kayla Rodriguez","Company Contact","Unreported",NA,"Company Contact",NA,NA
2497,"Olivia Johnson","Company Contact","Unreported",NA,"Company Contact",NA,NA
2498,"Isaac Pham","Company Contact","Unreported",NA,"Company Contact",NA,NA
2499,"Lauren Burnett","Shareholder","Unreported",NA,"Shareholder",NA,NA
2500,"Brett Wells","Company Contact","Unreported",NA,"Company Contact",NA,NA
2501,"Matthew Olsen","Shareholder","Unreported",NA,"Shareholder",NA,NA
2502,"Clinton Powers","Company Contact","Unreported",NA,"Company Contact",NA,NA
2503,"Kristina Vega","Company Contact","Unreported",NA,"Company Contact",NA,NA
2504,"Lauren Kim","Shareholder","Unreported",NA,"Shareholder",NA,NA
2505,"Natalie Boyle","Shareholder","Unreported",NA,"Shareholder",NA,NA
2506,"Ricky Oconnell","Company Contact","Unreported",NA,"Company Contact",NA,NA
2507,"Dawn Martin","Shareholder","Unreported",NA,"Shareholder",NA,NA
2508,"Maria Nelson","Company Contact","Unreported",NA,"Company Contact",NA,NA
2509,"Seth Klein","Shareholder","Unreported",NA,"Shareholder",NA,NA
2510,"Shannon Burke","Shareholder","Unreported",NA,"Shareholder",NA,NA
2511,"Elizabeth Young","Company Contact","Unreported",NA,"Company Contact",NA,NA
2512,"Ashley Sweeney","Company Contact","Unreported",NA,"Company Contact",NA,NA
2513,"Beth Hanson","Company Contact","Unreported",NA,"Company Contact",NA,NA
2514,"Anna Stone","Shareholder","Unreported",NA,"Shareholder",NA,NA
2515,"Christina Soto","Company Contact","Unreported",NA,"Company Contact",NA,NA
2516,"Kendra Thomas","Shareholder","Unreported",NA,"Shareholder",NA,NA
2517,"Danielle King","Company Contact","Unreported",NA,"Company Contact",NA,NA
2518,"Jon Simon","Shareholder","Unreported",NA,"Shareholder",NA,NA
2519,"Leah Johnson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2520,"Mrs. Lindsay Watson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2521,"Robert Hunt","Company Contact","Unreported",NA,"Company Contact",NA,NA
2522,"Allen Knight","Company Contact","Unreported",NA,"Company Contact",NA,NA
2523,"Debra Hurst","Shareholder","Unreported",NA,"Shareholder",NA,NA
2524,"Brett Soto","Shareholder","Unreported",NA,"Shareholder",NA,NA
2525,"Christopher Johnson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2526,"Dean Smith","Shareholder","Unreported",NA,"Shareholder",NA,NA
2527,"Melinda Clark","Company Contact","Unreported",NA,"Company Contact",NA,NA
2528,"Benjamin Gonzalez","Company Contact","Unreported",NA,"Company Contact",NA,NA
2529,"Jeffrey Ball","Shareholder","Unreported",NA,"Shareholder",NA,NA
2530,"Tiffany Wise","Company Contact","Unreported",NA,"Company Contact",NA,NA
2531,"Barbara Dyer","Shareholder","Unreported",NA,"Shareholder",NA,NA
2532,"Jeffrey Hernandez","Shareholder","Unreported",NA,"Shareholder",NA,NA
2533,"Thomas Castro","Company Contact","Unreported",NA,"Company Contact",NA,NA
2534,"Heather Wilson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2535,"Maria Stout","Company Contact","Unreported",NA,"Company Contact",NA,NA
2536,"Emily Perez","Company Contact","Unreported",NA,"Company Contact",NA,NA
2537,"Anthony Farrell","Shareholder","Unreported",NA,"Shareholder",NA,NA
2538,"Edward Bradshaw","Shareholder","Unreported",NA,"Shareholder",NA,NA
2539,"Heidi Navarro","Shareholder","Unreported",NA,"Shareholder",NA,NA
2540,"Jenna Robinson","Company Contact","Unreported",NA,"Company Contact",NA,NA
2541,"Peter Curtis","Shareholder","Unreported",NA,"Shareholder",NA,NA
2542,"Joshua White","Company Contact","Unreported",NA,"Company Contact",NA,NA
2543,"Breanna Graves","Shareholder","Unreported",NA,"Shareholder",NA,NA
2544,"Eric Bates","Company Contact","Unreported",NA,"Company Contact",NA,NA
2545,"Steven Henry","Company Contact","Unreported",NA,"Company Contact",NA,NA
2546,"Jessica May","Company Contact","Unreported",NA,"Company Contact",NA,NA
2547,"Dr. Charles Rocha","Company Contact","Unreported",NA,"Company Contact",NA,NA
2548,"Nicholas Burch","Company Contact","Unreported",NA,"Company Contact",NA,NA
2549,"Emily Bailey","Company Contact","Unreported",NA,"Company Contact",NA,NA
2550,"Alexander Cardenas","Company Contact","Unreported",NA,"Company Contact",NA,NA
2551,"Haley Bowen","Shareholder","Unreported",NA,"Shareholder",NA,NA
2552,"Haley Johnson","Company Contact","Unreported",NA,"Company Contact",NA,NA
2553,"James Walker","Multi-role Entity","Unreported",NA,"Company",NA,"yes"
2554,"Joel Wright","Shareholder","Unreported",NA,"Shareholder",NA,NA
2555,"Matthew Arias","Shareholder","Unreported",NA,"Shareholder",NA,NA
2556,"Michelle Herrera","Shareholder","Unreported",NA,"Shareholder",NA,NA
2557,"Carrie Khan","Company Contact","Unreported",NA,"Company Contact",NA,NA
2558,"Thomas Green","Company Contact","Unreported",NA,"Company Contact",NA,NA
2559,"Andrea Wade","Company Contact","Unreported",NA,"Company Contact",NA,NA
2560,"Betty Ramos","Shareholder","Unreported",NA,"Shareholder",NA,NA
2561,"Jeffery Foley","Company Contact","Unreported",NA,"Company Contact",NA,NA
2562,"Alexander Richmond","Shareholder","Unreported",NA,"Shareholder",NA,NA
2563,"David Sandoval","Shareholder","Unreported",NA,"Shareholder",NA,NA
2564,"Kevin Austin","Shareholder","Unreported",NA,"Shareholder",NA,NA
2565,"Kevin Bird","Shareholder","Unreported",NA,"Shareholder",NA,NA
2566,"Laura Williams","Shareholder","Unreported",NA,"Shareholder",NA,NA
2567,"Lisa Aguilar","Company Contact","Unreported",NA,"Company Contact",NA,NA
2568,"Natalie Dunn","Shareholder","Unreported",NA,"Shareholder",NA,NA
2569,"Peter Thompson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2570,"Roy Brown","Shareholder","Unreported",NA,"Shareholder",NA,NA
2571,"Sean Holland","Shareholder","Unreported",NA,"Shareholder",NA,NA
2572,"Shane Clark","Shareholder","Unreported",NA,"Shareholder",NA,NA
2573,"Tom Brown","Shareholder","Unreported",NA,"Shareholder",NA,NA
2574,"Jose Cole","Company Contact","Unreported",NA,"Company Contact",NA,NA
2575,"Erik House","Company Contact","Unreported",NA,"Company Contact",NA,NA
2576,"Anna Wheeler","Ultimate Beneficial Owner","Unreported",NA,"Company","yes",NA
2577,"Mr. Jason Carrillo","Company Contact","Unreported",NA,"Company Contact",NA,NA
2578,"Heather Reed","Company Contact","Unreported",NA,"Company Contact",NA,NA
2579,"Kathleen Green","Company Contact","Unreported",NA,"Company Contact",NA,NA
2580,"Pamela Williams","Company Contact","Unreported",NA,"Company Contact",NA,NA
2581,"Brittney Phillips","Shareholder","Unreported",NA,"Shareholder",NA,NA
2582,"Katrina Stone","Shareholder","Unreported",NA,"Shareholder",NA,NA
2583,"Madison English","Shareholder","Unreported",NA,"Shareholder",NA,NA
2584,"Mary Mcdonald","Company Contact","Unreported",NA,"Company Contact",NA,NA
2585,"Michael Johnson","Company Contact","Unreported",NA,"Company Contact",NA,NA
2586,"Karen Johnson","Company Contact","Unreported",NA,"Company Contact",NA,NA
2587,"Ian Swanson","Company Contact","Unreported",NA,"Company Contact",NA,NA
2588,"Alicia Hull","Shareholder","Unreported",NA,"Shareholder",NA,NA
2589,"Charles Guzman Jr.","Shareholder","Unreported",NA,"Shareholder",NA,NA
2590,"Christopher Matthews","Shareholder","Unreported",NA,"Shareholder",NA,NA
2591,"Jacqueline Cole","Shareholder","Unreported",NA,"Shareholder",NA,NA
2592,"Janet Gordon","Shareholder","Unreported",NA,"Shareholder",NA,NA
2593,"Jesse Wilson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2594,"Patricia Lee","Company Contact","Unreported",NA,"Company Contact",NA,NA
2595,"Rachel Smith","Shareholder","Unreported",NA,"Shareholder",NA,NA
2596,"Sandra Garcia","Shareholder","Unreported",NA,"Shareholder",NA,NA
2597,"Susan Wheeler","Shareholder","Unreported",NA,"Shareholder",NA,NA
2598,"Traci Blanchard","Shareholder","Unreported",NA,"Shareholder",NA,NA
2599,"Timothy Baker","Company Contact","Unreported",NA,"Company Contact",NA,NA
2600,"Lee Pace","Company Contact","Unreported",NA,"Company Contact",NA,NA
2601,"Alexander Jones","Company Contact","Unreported",NA,"Company Contact",NA,NA
2602,"Vanessa Heath","Shareholder","Unreported",NA,"Shareholder",NA,NA
2603,"Alan Boyd","Shareholder","Unreported",NA,"Shareholder",NA,NA
2604,"Chase Taylor","Shareholder","Unreported",NA,"Shareholder",NA,NA
2605,"Christopher Peters","Shareholder","Unreported",NA,"Shareholder",NA,NA
2606,"Edward Stafford","Shareholder","Unreported",NA,"Shareholder",NA,NA
2607,"Jacqueline Dixon","Shareholder","Unreported",NA,"Shareholder",NA,NA
2608,"Jason Rodriguez","Shareholder","Unreported",NA,"Shareholder",NA,NA
2609,"Joel Sanchez","Shareholder","Unreported",NA,"Shareholder",NA,NA
2610,"Joshua Barker","Shareholder","Unreported",NA,"Shareholder",NA,NA
2611,"Kristi Keller","Shareholder","Unreported",NA,"Shareholder",NA,NA
2612,"Leah Sweeney","Shareholder","Unreported",NA,"Shareholder",NA,NA
2613,"Marc Mccoy","Shareholder","Unreported",NA,"Shareholder",NA,NA
2614,"Michael Murray","Shareholder","Unreported",NA,"Shareholder",NA,NA
2615,"Michael Wright","Company Contact","Unreported",NA,"Company Contact",NA,NA
2616,"Nicole Henderson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2617,"Stephen Johnson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2618,"Thomas Roman","Shareholder","Unreported",NA,"Shareholder",NA,NA
2619,"Tyler Vega","Shareholder","Unreported",NA,"Shareholder",NA,NA
2620,"William Johnson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2621,"Troy Hoffman","Shareholder","Unreported",NA,"Shareholder",NA,NA
2622,"Janet Juarez","Shareholder","Unreported",NA,"Shareholder",NA,NA
2623,"Vincent Alexander","Company Contact","Unreported",NA,"Company Contact",NA,NA
2624,"Patricia Jackson","Company Contact","Unreported",NA,"Company Contact",NA,NA
2625,"Karen Wilson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2626,"Kimberly Jimenez","Shareholder","Unreported",NA,"Shareholder",NA,NA
2627,"Stacey Williamson","Company Contact","Unreported",NA,"Company Contact",NA,NA
2628,"Lauren Villegas","Company Contact","Unreported",NA,"Company Contact",NA,NA
2629,"Paul Collier","Company Contact","Unreported",NA,"Company Contact",NA,NA
2630,"Laura Bryant","Shareholder","Unreported",NA,"Shareholder",NA,NA
2631,"Ronald Brown","Company Contact","Unreported",NA,"Company Contact",NA,NA
2632,"Barbara Glenn","Shareholder","Unreported",NA,"Shareholder",NA,NA
2633,"Kathleen Meyer","Company Contact","Unreported",NA,"Company Contact",NA,NA
2634,"Laura Moore","Shareholder","Unreported",NA,"Shareholder",NA,NA
2635,"Amy Todd","Company Contact","Unreported",NA,"Company Contact",NA,NA
2636,"Christine Mckenzie","Shareholder","Unreported",NA,"Shareholder",NA,NA
2637,"Richard Warren","Company Contact","Unreported",NA,"Company Contact",NA,NA
2638,"Cindy Taylor","Company Contact","Unreported",NA,"Company Contact",NA,NA
2639,"Alicia Jordan","Company Contact","Unreported",NA,"Company Contact",NA,NA
2640,"Jessica Mclaughlin","Shareholder","Unreported",NA,"Shareholder",NA,NA
2641,"Stephanie Mason","Shareholder","Unreported",NA,"Shareholder",NA,NA
2642,"Henry Williams","Shareholder","Unreported",NA,"Shareholder",NA,NA
2643,"Justin Tran","Company Contact","Unreported",NA,"Company Contact",NA,NA
2644,"Morgan Nelson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2645,"Ray Benton","Company Contact","Unreported",NA,"Company Contact",NA,NA
2646,"Troy Mullins","Shareholder","Unreported",NA,"Shareholder",NA,NA
2647,"Mrs. Dana Reid DVM","Company Contact","Unreported",NA,"Company Contact",NA,NA
2648,"Erica Carrillo MD","Company Contact","Unreported",NA,"Company Contact",NA,NA
2649,"Alison Shaffer","Company Contact","Unreported",NA,"Company Contact",NA,NA
2650,"Justin Robles DDS","Company Contact","Unreported",NA,"Company Contact",NA,NA
2651,"Edgar Spencer","Company Contact","Unreported",NA,"Company Contact",NA,NA
2652,"Lisa Fisher","Company Contact","Unreported",NA,"Company Contact",NA,NA
2653,"Alice Perez","Company Contact","Unreported",NA,"Company Contact",NA,NA
2654,"David Ibarra","Shareholder","Unreported",NA,"Shareholder",NA,NA
2655,"Jasmine Mcgrath","Company Contact","Unreported",NA,"Company Contact",NA,NA
2656,"Larry Hickman","Shareholder","Unreported",NA,"Shareholder",NA,NA
2657,"Natasha Sutton","Shareholder","Unreported",NA,"Shareholder",NA,NA
2658,"Dr. Christopher Berry","Company Contact","Unreported",NA,"Company Contact",NA,NA
2659,"George Chan","Company Contact","Unreported",NA,"Company Contact",NA,NA
2660,"Rachel Butler","Shareholder","Unreported",NA,"Shareholder",NA,NA
2661,"Michael Dixon","Company Contact","Unreported",NA,"Company Contact",NA,NA
2662,"Amanda Stewart","Company Contact","Unreported",NA,"Company Contact",NA,NA
2663,"Tina Rice","Company Contact","Unreported",NA,"Company Contact",NA,NA
2664,"John Newman","Shareholder","Unreported",NA,"Shareholder","yes",NA
2665,"Amanda Marquez","Multi-role Entity","Unreported",NA,"Company",NA,"yes"
2666,"Stephanie Quinn","Company Contact","Unreported",NA,"Company Contact",NA,NA
2667,"Tammy Fields","Shareholder","Unreported",NA,"Shareholder",NA,NA
2668,"Timothy Parker","Shareholder","Unreported",NA,"Shareholder",NA,NA
2669,"Gregory Martin","Company Contact","Unreported",NA,"Company Contact",NA,NA
2670,"Heather Nunez","Company Contact","Unreported",NA,"Company Contact",NA,NA
2671,"Kelly Sanchez","Shareholder","Unreported",NA,"Shareholder",NA,NA
2672,"Aaron Cunningham","Shareholder","Unreported",NA,"Shareholder",NA,NA
2673,"Dennis Montgomery","Company Contact","Unreported",NA,"Company Contact",NA,NA
2674,"Dr. Glenn Newman MD","Shareholder","Unreported",NA,"Shareholder",NA,NA
2675,"Fernando Waters","Shareholder","Unreported",NA,"Shareholder",NA,NA
2676,"Laura Shaffer","Shareholder","Unreported",NA,"Shareholder",NA,NA
2677,"Scott Hubbard","Shareholder","Unreported",NA,"Shareholder",NA,NA
2678,"Ashley Buchanan","Company Contact","Unreported",NA,"Company Contact",NA,NA
2679,"Justin Chambers","Company Contact","Unreported",NA,"Company Contact",NA,NA
2680,"Isaiah Moyer","Company Contact","Unreported",NA,"Company Contact",NA,NA
2681,"Jordan Jackson","Company Contact","Unreported",NA,"Company Contact",NA,NA
2682,"Jeffrey Bryan","Company Contact","Unreported",NA,"Company Contact",NA,NA
2683,"Thomas Wang","Shareholder","Unreported",NA,"Shareholder",NA,NA
2684,"Chad Martin","Company Contact","Unreported",NA,"Company Contact",NA,NA
2685,"Alison Espinoza","Shareholder","Unreported",NA,"Shareholder",NA,NA
2686,"Julie Evans","Company Contact","Unreported",NA,"Company Contact",NA,NA
2687,"Michael Blankenship","Shareholder","Unreported",NA,"Shareholder",NA,NA
2688,"Michael Miller","Shareholder","Unreported",NA,"Shareholder",NA,NA
2689,"Alexandria Marquez","Shareholder","Unreported",NA,"Shareholder",NA,NA
2690,"Michael Gonzales","Company Contact","Unreported",NA,"Company Contact",NA,NA
2691,"James Phillips","Company Contact","Unreported",NA,"Company Contact",NA,NA
2692,"Richard Khan","Company Contact","Unreported",NA,"Company Contact",NA,NA
2693,"Christine Alvarez","Company Contact","Unreported",NA,"Company Contact",NA,NA
2694,"Jamie Nelson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2695,"Joel Padilla","Company Contact","Unreported",NA,"Company Contact",NA,NA
2696,"Amy Torres","Company Contact","Unreported",NA,"Company Contact",NA,NA
2697,"Andrew Douglas","Company Contact","Unreported",NA,"Company Contact",NA,NA
2698,"Jamie Henderson","Company Contact","Unreported",NA,"Company Contact",NA,NA
2699,"Daniel Scott","Company Contact","Unreported",NA,"Company Contact",NA,NA
2700,"Amber Phillips","Company Contact","Unreported",NA,"Company Contact",NA,NA
2701,"Megan Osborne","Company Contact","Unreported",NA,"Company Contact",NA,NA
2702,"Sherri Gregory","Company Contact","Unreported",NA,"Company Contact",NA,NA
2703,"Alex Fleming","Shareholder","Unreported",NA,"Shareholder",NA,NA
2704,"Alexander Norton","Shareholder","Unreported",NA,"Shareholder",NA,NA
2705,"Benjamin Chavez","Shareholder","Unreported",NA,"Shareholder",NA,NA
2706,"Christine Douglas","Shareholder","Unreported",NA,"Shareholder",NA,NA
2707,"Christopher Daniel","Shareholder","Unreported",NA,"Shareholder",NA,NA
2708,"Christopher Ray","Shareholder","Unreported",NA,"Shareholder",NA,NA
2709,"Crystal Schroeder","Shareholder","Unreported",NA,"Shareholder",NA,NA
2710,"David Rivas","Shareholder","Unreported",NA,"Shareholder",NA,NA
2711,"Dawn Carroll","Shareholder","Unreported",NA,"Shareholder",NA,NA
2712,"Denise Townsend","Shareholder","Unreported",NA,"Shareholder",NA,NA
2713,"Dennis Cherry","Shareholder","Unreported",NA,"Shareholder",NA,NA
2714,"Felicia Webb","Shareholder","Unreported",NA,"Shareholder",NA,NA
2715,"Jennifer Nixon","Shareholder","Unreported",NA,"Shareholder",NA,NA
2716,"Johnny Flynn","Shareholder","Unreported",NA,"Shareholder",NA,NA
2717,"Joshua Morgan","Shareholder","Unreported",NA,"Shareholder",NA,NA
2718,"Kendra Obrien","Shareholder","Unreported",NA,"Shareholder",NA,NA
2719,"Laura Gallagher","Shareholder","Unreported",NA,"Shareholder",NA,NA
2720,"Michael Cook","Shareholder","Unreported",NA,"Shareholder",NA,NA
2721,"Michelle Jarvis","Shareholder","Unreported",NA,"Shareholder",NA,NA
2722,"Mitchell Smith","Shareholder","Unreported",NA,"Shareholder",NA,NA
2723,"Mr. Tony Aguirre","Shareholder","Unreported",NA,"Shareholder",NA,NA
2724,"Nicole Bennett","Shareholder","Unreported",NA,"Shareholder",NA,NA
2725,"Richard Collins","Shareholder","Unreported",NA,"Shareholder",NA,NA
2726,"Samantha Kirby","Shareholder","Unreported",NA,"Shareholder",NA,NA
2727,"Timothy Snyder","Shareholder","Unreported",NA,"Shareholder",NA,NA
2728,"Ashley Young","Shareholder","Unreported",NA,"Shareholder",NA,NA
2729,"Christopher Robles","Company Contact","Unreported",NA,"Company Contact",NA,NA
2730,"David Novak","Shareholder","Unreported",NA,"Shareholder",NA,NA
2731,"Dr. Cristian Hughes","Company Contact","Unreported",NA,"Company Contact",NA,NA
2732,"James Medina","Company Contact","Unreported",NA,"Company Contact",NA,NA
2733,"John Skinner","Shareholder","Unreported",NA,"Shareholder",NA,NA
2734,"Kevin Horton","Shareholder","Unreported",NA,"Shareholder",NA,NA
2735,"Robert Browning","Company Contact","Unreported",NA,"Company Contact",NA,NA
2736,"Kathleen Gordon","Shareholder","Unreported",NA,"Shareholder",NA,NA
2737,"Mary Medina","Company Contact","Unreported",NA,"Company Contact",NA,NA
2738,"Danielle Lopez","Company Contact","Unreported",NA,"Company Contact",NA,NA
2739,"Cassie Lambert","Shareholder","Unreported",NA,"Shareholder",NA,NA
2740,"Ryan Miller","Company Contact","Unreported",NA,"Company Contact",NA,NA
2741,"Daniel Chavez","Shareholder","Unreported",NA,"Shareholder",NA,NA
2742,"Isabel Holmes","Company Contact","Unreported",NA,"Company Contact",NA,NA
2743,"Joe Rhodes","Shareholder","Unreported",NA,"Shareholder",NA,NA
2744,"Susan Lewis","Shareholder","Unreported",NA,"Shareholder",NA,NA
2745,"Taylor Mendez DDS","Company Contact","Unreported",NA,"Company Contact",NA,NA
2746,"Andrea Brown","Company Contact","Unreported",NA,"Company Contact",NA,NA
2747,"John Larsen","Shareholder","Unreported",NA,"Shareholder",NA,NA
2748,"Anthony Wright","Shareholder","Unreported",NA,"Shareholder",NA,NA
2749,"Bailey Montoya","Shareholder","Unreported",NA,"Shareholder",NA,NA
2750,"Colleen Kramer","Company Contact","Unreported",NA,"Company Contact",NA,NA
2751,"Diane Garner","Shareholder","Unreported",NA,"Shareholder",NA,NA
2752,"Philip Curtis","Shareholder","Unreported",NA,"Shareholder",NA,NA
2753,"Victor Salazar","Shareholder","Unreported",NA,"Shareholder",NA,NA
2754,"Tammie Wood","Company Contact","Unreported",NA,"Company Contact",NA,NA
2755,"Tammie Smith","Company Contact","Unreported",NA,"Company Contact",NA,NA
2756,"Amanda Aguirre","Shareholder","Unreported",NA,"Shareholder",NA,NA
2757,"Amanda Wells","Shareholder","Unreported",NA,"Shareholder",NA,NA
2758,"David Williams","Company Contact","Unreported",NA,"Company Contact",NA,NA
2759,"Meagan Alexander","Shareholder","Unreported",NA,"Shareholder",NA,NA
2760,"Michael Morris","Shareholder","Unreported",NA,"Shareholder",NA,NA
2761,"Theresa Stevens MD","Shareholder","Unreported",NA,"Shareholder",NA,NA
2762,"Wesley Zimmerman","Shareholder","Unreported",NA,"Shareholder",NA,NA
2763,"Maria Harris","Company Contact","Unreported",NA,"Company Contact",NA,NA
2764,"Anita Walton","Shareholder","Unreported",NA,"Shareholder",NA,NA
2765,"Anthony David","Shareholder","Unreported",NA,"Shareholder",NA,NA
2766,"John Walker","Shareholder","Unreported",NA,"Shareholder",NA,NA
2767,"Tammy Keller","Company Contact","Unreported",NA,"Company Contact",NA,NA
2768,"Steven West MD","Company Contact","Unreported",NA,"Company Contact",NA,NA
2769,"Elizabeth Reid","Company Contact","Unreported",NA,"Company Contact",NA,NA
2770,"Emily Hodges","Shareholder","Unreported",NA,"Shareholder",NA,NA
2771,"Roger Chapman","Shareholder","Unreported",NA,"Shareholder",NA,NA
2772,"Abigail Robinson","Company Contact","Unreported",NA,"Company Contact",NA,NA
2773,"Cynthia Ortiz","Shareholder","Unreported",NA,"Shareholder",NA,NA
2774,"Dr. Justin Preston","Shareholder","Unreported",NA,"Shareholder",NA,NA
2775,"Brandy Prince","Company Contact","Unreported",NA,"Company Contact",NA,NA
